This is a comma-delimited file constructed by integrating
records from multiple sources. The variables are:
Protraction, Region, Gas, Oil, Date
   Eugene  Island  Area,central35677605,"3,094,714",1999-10-01
   Eugene  Island  Area,central,,,1999-11-01
   Eugene  Island  Area,Central33383460,"3,094,178",1999-12-01
   Eugene  Island  Area,CEntral
Eugene Island Area,CENTRAL30925116,"2,969,634",2000-02-01
   Eugene  Island  Area,CEntral
Eugene Island Area,Central31102040,"3,OO1,394",2000-04-01
Eugene Island Area,CENTRAL32358029,"3,001,361",2000-05-01
Eugene Island Area,Central32141802,"2,862,482",2000-06-01
   Eugene  Island  Area,Central34528667,"2,898,433",2000-07-01
   Eugene  Island  Area,central,,,2000-08-01
Eugene Island Area,CENTRAL33414176,"2,656,563",2000-09-01
Eugene Island Area,CENTRAL34465613,"2,739,255",2000-10-01
Eugene Island Area,Central31962194,"2,521,31O",2000-11-01
   Eugene  Island  Area,CENTRAL35264056,"2,622,872"
   Eugene  Island  Area,central38556366,"2,964,605",2001-01-01
   Eugene  Island  Area,central36301567,"2,923,354",2001-02-01
   Eugene  Island  Area,CEntral
   Eugene  Island  Area,central39835849,"3,313,272",2001-04-01
Eugene Island Area,Central39574935,"3,292,710",2001-05-01
   Eugene  Island  Area,CEntral37575476,"3,063,887"
Eugene Island Area,Central38001095,"3,O3O,217",2001-07-01
   Eugene  Island  Area,central,,,2001-08-01
   Eugene  Island  Area,CEntral
Eugene Island Area,CENTRAL35574202,"2,927,452",2001-10-01
   Eugene  Island  Area,central32952831,"2,696,092",2001-11-01
   Eugene  Island  Area,CEntral
   Eugene  Island  Area,CEntral
   Eugene  Island  Area,central27233392,"2,501,145",2002-02-01
Eugene Island Area,CENTRAL30700516,"2,793,470",2002-03-01
Eugene Island Area,CENTRAL29576880,"2,745,365",2002-04-01
   Eugene  Island  Area,central,,,2002-05-01
   Eugene  Island  Area,CEntral
Eugene Island Area,CENTRAL29034467,"2,708,459",2002-07-01
   Eugene  Island  Area,CEntral
Eugene Island Area,CENTRAL26139391,"2,440,483",2002-09-01
   Eugene  Island  Area,central,,,2002-10-01
   Eugene  Island  Area,CEntral21015302,"1,757,695"
Eugene Island Area,Central25538923,"2,383,546",2002-12-01
   Eugene  Island  Area,central26413122,"2,506,625",2003-01-01
Eugene Island Area,Central25180318,"2,333,752",2003-02-01
   Eugene  Island  Area,central28413252,"2,506,538",2003-03-01
   Eugene  Island  Area,CEntral28513024,"2,621,035"
   Eugene  Island  Area,CEntral
Eugene Island Area,CENTRAL28784207,"2,480,652",2003-06-01
   Eugene  Island  Area,CEntral
   Eugene  Island  Area,central,,,2003-08-01
Eugene Island Area,CENTRAL28694745,"2,559,768",2003-09-01
   Eugene  Island  Area,CEntral
Eugene Island Area,CENTRAL26543438,"2,255,596",2003-11-01
   Eugene  Island  Area,central26838957,"2,376,206",2003-12-01
   Eugene  Island  Area,CENTRAL25064820,"2,255,702"
   Eugene  Island  Area,central,,,2004-02-01
Eugene Island Area,CENTRAL24780114,"2,294,042",2004-03-01
   Eugene  Island  Area,CEntral
   Eugene  Island  Area,central,,,2004-05-01
   Eugene  Island  Area,central23624635,"2,016,661",2004-06-01
   Eugene  Island  Area,CEntral23627160,"2,062,903"
   Eugene  Island  Area,central23310714,"2,114,819",2004-08-01
Eugene Island Area,Central19327958,"1,759,206",2004-09-01
   Eugene  Island  Area,central21862732,"2,022,296",2004-10-01
   Eugene  Island  Area,central19934421,"1,908,079",2004-11-01
   Eugene  Island  Area,CEntral
Eugene Island Area,Central20672496,"1,945,618",2005-01-01
Eugene Island Area,Central18482241,"1,766,8O4",2005-02-01
Eugene Island Area,Central22911817,"1,953,115",2005-03-01
Eugene Island Area,CENTRAL22369375,"1,895,445",2005-04-01
   Eugene  Island  Area,Central22712414,"2,027,517",2005-05-01
Eugene Island Area,CENTRAL20634415,"1,911,571",2005-06-01
Eugene Island Area,CENTRAL19275289,"1,844,635",2005-07-01
Eugene Island Area,CENTRAL19148477,"1,706,712",2005-08-01
   Eugene  Island  Area,central13232143,"1,205,242",2005-09-01
Eugene Island Area,CENTRAL8150953,"433,808",2005-10-01
Eugene Island Area,Central11367908,"64O,78O",2005-11-01
Eugene Island Area,Central14220963,"9O9,731",2005-12-01
Eugene Island Area,Central13015732,"995,929",2006-01-01
   Eugene  Island  Area,CEntral
Eugene Island Area,CENTRAL10665016,"968,794",2006-03-01
   Ewing  Bank,central,,,1996-01-01
   Ewing  Bank,CEntral
   Ewing  Bank,central3245131,"1,829,242",1996-03-01
Ewing Bank,CENTRAL3136059,"1,685,271",1996-04-01
Ewing Bank,CENTRAL3099996,"1,733,791",1996-05-01
Ewing Bank,CENTRAL3151336,"1,686,749",1996-06-01
   Ewing  Bank,CEntral3157646,"1,613,510"
   Ewing  Bank,central,,,1996-08-01
   Ewing  Bank,central,,,1996-09-01
   Ewing  Bank,CEntral
   Ewing  Bank,central,,,1996-11-01
Ewing Bank,CENTRAL3110212,"1,369,634",1996-12-01
   Ewing  Bank,central3944381,"1,401,386",1997-01-01
   Ewing  Bank,central3942117,"1,484,260",1997-02-01
Ewing Bank,Central4288704,"1,798,118",1997-03-01
Ewing Bank,Central4035842,"1,716,789",1997-04-01
   Ewing  Bank,Central3551499,"1,530,405",1997-05-01
Ewing Bank,Central3389384,"1,666,163",1997-06-01
Ewing Bank,CENTRAL3369729,"1,724,900",1997-07-01
   Ewing  Bank,central3821409,"1,730,795",1997-08-01
Ewing Bank,Central4087430,"2,O11,O62",1997-09-01
   Ewing  Bank,central4105234,"2,115,400",1997-10-01
Ewing Bank,CENTRAL3885920,"1,925,299",1997-11-01
   Ewing  Bank,central3392515,"1,585,179",1997-12-01
Ewing Bank,Central3597667,"2,O24,877",1998-01-01
   Ewing  Bank,central3012968,"1,609,225",1998-02-01
Ewing Bank,Central3267939,"1,770,248",1998-03-01
   Ewing  Bank,CEntral3591378,"2,311,525"
Ewing Bank,Central3823309,"2,5O6,934",1998-05-01
Ewing Bank,Central3603345,"2,442,161",1998-06-01
Ewing Bank,CENTRAL4069695,"3,016,576",1998-07-01
   Ewing  Bank,central3940412,"2,744,081",1998-08-01
Ewing Bank,Central2985436,"1,613,128",1998-09-01
   Ewing  Bank,central,,,1998-10-01
   Ewing  Bank,CEntral
   Ewing  Bank,Central4348471,"3,061,703",1998-12-01
   Ewing  Bank,central4735855,"3,411,322",1999-01-01
   Ewing  Bank,CENTRAL4351706,"3,087,632"
Ewing Bank,Central4469242,"3,077,530",1999-03-01
Ewing Bank,Central4719572,"3,4O5,118",1999-04-01
   Ewing  Bank,CEntral5051381,"3,738,210"
   Ewing  Bank,CEntral
   Ewing  Bank,CEntral
Ewing Bank,Central5761067,"2,852,296",1999-08-01
Ewing Bank,Central6612205,"3,462,824",1999-09-01
   Ewing  Bank,central7588524,"3,618,461",1999-10-01
   Ewing  Bank,CEntral6554877,"3,386,218"
   Ewing  Bank,central,,,1999-12-01
Ewing Bank,Central4617027,"2,49O,228",2000-01-01
   Ewing  Bank,central3849373,"1,961,219",2000-02-01
Ewing Bank,Central4356364,"2,688,88O",2000-03-01
   Ewing  Bank,central5089658,"2,818,219",2000-04-01
Ewing Bank,CENTRAL4990532,"2,798,944",2000-05-01
   Ewing  Bank,CEntral4898707,"2,633,786"
Ewing Bank,Central5300009,"2,656,488",2000-07-01
   Ewing  Bank,central4556981,"2,470,652",2000-08-01
Ewing Bank,Central4319011,"2,12O,586",2000-09-01
   Ewing  Bank,central,,,2000-10-01
   Ewing  Bank,Central3353108,"2,222,995",2000-11-01
Ewing Bank,Central3401700,"2,253,619",2000-12-01
Ewing Bank,CENTRAL3465101,"2,141,873",2001-01-01
   Ewing  Bank,central,,,2001-02-01
   Ewing  Bank,central,,,2001-03-01
Ewing Bank,Central3016892,"2,OO3,682",2001-04-01
Ewing Bank,Central3010124,"2,O71,872",2001-05-01
Ewing Bank,CENTRAL2847984,"1,918,844",2001-06-01
Ewing Bank,Central2852055,"1,953,218",2001-07-01
Ewing Bank,CENTRAL2815720,"1,679,550",2001-08-01
   Ewing  Bank,central,,,2001-09-01
   Ewing  Bank,central3645333,"2,031,195",2001-10-01
Ewing Bank,Central3600987,"1,9O5,771",2001-11-01
   Ewing  Bank,Central3732368,"1,972,842",2001-12-01
   Ewing  Bank,central3031423,"1,845,749",2002-01-01
   Ewing  Bank,central,,,2002-02-01
   Ewing  Bank,central2953645,"1,994,705",2002-03-01
Ewing Bank,Central2934313,"1,878,843",2002-04-01
   Ewing  Bank,central,,,2002-05-01
Ewing Bank,CENTRAL2705229,"1,758,431",2002-06-01
   Ewing  Bank,CEntral
Ewing Bank,Central2733199,"1,752,727",2002-08-01
   Ewing  Bank,CEntral
   Ewing  Bank,Central1934021,"1,502,712",2002-10-01
Ewing Bank,Central2430606,"1,7O5,363",2002-11-01
   Ewing  Bank,central2244234,"1,631,266",2002-12-01
   Ewing  Bank,central2335321,"1,621,682",2003-01-01
Ewing Bank,CENTRAL2077070,"1,425,601",2003-02-01
   Ewing  Bank,CENTRAL2247944,"1,557,467"
   Ewing  Bank,CEntral
Ewing Bank,Central1935275,"1,422,O74",2003-05-01
   Ewing  Bank,central1657695,"1,391,389",2003-06-01
   Ewing  Bank,central,,,2003-07-01
Ewing Bank,CENTRAL1665644,"1,446,582",2003-08-01
   Ewing  Bank,CEntral
Ewing Bank,Central1757482,"1,321,146",2003-10-01
Ewing Bank,Central2060021,"1,337,559",2003-11-01
Ewing Bank,Central2020509,"1,333,37O",2003-12-01
   Ewing  Bank,central1913883,"1,317,460",2004-01-01
   Ewing  Bank,CENTRAL1789703,"1,219,633"
Ewing Bank,Central2054724,"1,252,853",2004-03-01
Ewing Bank,Central1776595,"1,173,799",2004-04-01
Ewing Bank,Central1770916,"1,200,536",2004-05-01
   Ewing  Bank,central,,,2004-06-01
Ewing Bank,CENTRAL1594379,"1,172,704",2004-07-01
   Ewing  Bank,central,,,2004-08-01
Ewing Bank,Central1194997,"989,977",2004-09-01
Ewing Bank,CENTRAL1388704,"1,121,588",2004-10-01
   Ewing  Bank,Central1613517,"1,024,809",2004-11-01
Ewing Bank,Central2108477,"1,1OO,422",2004-12-01
   Ewing  Bank,CEntral
Ewing Bank,Central2189257,"928,432",2005-02-01
   Ewing  Bank,central2510072,"997,846",2005-03-01
   Ewing  Bank,central2252270,"974,036",2005-04-01
   Ewing  Bank,CENTRAL2073704,"1,004,990"
   Ewing  Bank,CEntral
Ewing Bank,CENTRAL1845299,"883,183",2005-07-01
Ewing Bank,CENTRAL1744860,"814,746",2005-08-01
Ewing Bank,CENTRAL737991,"450,488",2005-09-01
Ewing Bank,Central1573282,"854,517",2005-10-01
Ewing Bank,CENTRAL1797798,"898,246",2005-11-01
   Ewing  Bank,central1899741,"899,476",2005-12-01
Ewing Bank,CENTRAL1569383,"783,264",2006-01-01
Ewing Bank,CENTRAL1384130,"712,854",2006-02-01
Ewing Bank,CENTRAL1404764,"778,221",2006-03-01
   Grand  Isle  Area,Central7732231,"1,070,099",1996-01-01
   Grand  Isle  Area,central6878428,"894,566",1996-02-01
Grand Isle Area,Central7054815,"9O5,721",1996-03-01
   Grand  Isle  Area,CENTRAL6790005,"921,846"
   Grand  Isle  Area,central,,,1996-05-01
Grand Isle Area,Central6025336,"791,752",1996-06-01
   Grand  Isle  Area,central,,,1996-07-01
Grand Isle Area,CENTRAL6459889,"873,360",1996-08-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,central8854216,"1,055,758",1996-11-01
   Grand  Isle  Area,central9065058,"1,065,790",1996-12-01
Grand Isle Area,CENTRAL9206106,"1,084,152",1997-01-01
   Grand  Isle  Area,central8723606,"990,923",1997-02-01
   Grand  Isle  Area,Central8736345,"1,077,062",1997-03-01
   Grand  Isle  Area,central8617988,"1,029,109",1997-04-01
Grand Isle Area,CENTRAL8014650,"1,050,654",1997-05-01
   Grand  Isle  Area,central,,,1997-06-01
   Grand  Isle  Area,central7229386,"955,038",1997-07-01
   Grand  Isle  Area,central6725321,"869,096",1997-08-01
   Grand  Isle  Area,central7361906,"920,541",1997-09-01
   Grand  Isle  Area,central7981286,"982,168",1997-10-01
Grand Isle Area,Central8337478,"1,006,171",1997-11-01
Grand Isle Area,Central8411462,"982,030",1997-12-01
Grand Isle Area,CENTRAL7680903,"881,602",1998-01-01
   Grand  Isle  Area,central6682256,"725,827",1998-02-01
   Grand  Isle  Area,Central8100957,"850,953",1998-03-01
   Grand  Isle  Area,Central8406449,"843,218",1998-04-01
Grand Isle Area,Central8276616,"858,523",1998-05-01
   Grand  Isle  Area,CEntral7360714,"739,578"
Grand Isle Area,CENTRAL7743139,"747,966",1998-07-01
Grand Isle Area,Central7246221,"794,188",1998-08-01
Grand Isle Area,Central6318774,"649,57O",1998-09-01
Grand Isle Area,CENTRAL7489600,"816,424",1998-10-01
Grand Isle Area,Central6546020,"726,633",1998-11-01
Grand Isle Area,Central6910473,"667,721",1998-12-01
Grand Isle Area,Central7142488,"728,4O9",1999-01-01
Grand Isle Area,CENTRAL7077181,"721,395",1999-02-01
   Grand  Isle  Area,CEntral7673410,"760,897"
   Grand  Isle  Area,CENTRAL7712949,"714,211"
   Grand  Isle  Area,CEntral
Grand Isle Area,CENTRAL7307625,"680,214",1999-06-01
Grand Isle Area,Central6998298,"685,242",1999-07-01
   Grand  Isle  Area,CENTRAL6487438,"673,707"
   Grand  Isle  Area,central5553616,"603,233",1999-09-01
   Grand  Isle  Area,CEntral
Grand Isle Area,CENTRAL5933599,"611,111",1999-11-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,central,,,2000-01-01
   Grand  Isle  Area,CENTRAL7057252,"613,414"
Grand Isle Area,Central7150592,"628,768",2000-03-01
Grand Isle Area,CENTRAL6891812,"550,450",2000-04-01
   Grand  Isle  Area,CENTRAL6882357,"558,045"
   Grand  Isle  Area,central5767037,"547,216",2000-06-01
Grand Isle Area,Central5662121,"558,543",2000-07-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,Central6289922,"560,539",2000-09-01
   Grand  Isle  Area,central6717005,"551,253",2000-10-01
   Grand  Isle  Area,central6099765,"421,258",2000-11-01
Grand Isle Area,Central7280633,"55O,493",2000-12-01
   Grand  Isle  Area,central7154314,"599,998",2001-01-01
   Grand  Isle  Area,CENTRAL6968685,"604,868"
   Grand  Isle  Area,central,,,2001-03-01
Grand Isle Area,CENTRAL9580970,"798,033",2001-04-01
   Grand  Isle  Area,Central11852624,"919,415",2001-05-01
Grand Isle Area,Central12971542,"974,771",2001-06-01
Grand Isle Area,CENTRAL13060598,"950,088",2001-07-01
   Grand  Isle  Area,central13315834,"1,038,221",2001-08-01
   Grand  Isle  Area,central12687435,"1,045,895",2001-09-01
   Grand  Isle  Area,CENTRAL12640887,"1,077,107"
Grand Isle Area,Central10509080,"97O,548",2001-11-01
Grand Isle Area,Central11360284,"96O,O53",2001-12-01
Grand Isle Area,Central10769694,"9OO,267",2002-01-01
Grand Isle Area,Central9141202,"797,351",2002-02-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,central10492424,"925,946",2002-04-01
Grand Isle Area,Central9695182,"889,194",2002-05-01
Grand Isle Area,CENTRAL10143959,"867,435",2002-06-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,central,,,2002-08-01
   Grand  Isle  Area,central6275607,"674,549",2002-09-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,central6160949,"621,454",2002-11-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,CEntral
Grand Isle Area,CENTRAL6890131,"745,756",2003-04-01
   Grand  Isle  Area,CEntral
Grand Isle Area,CENTRAL8003076,"747,667",2003-06-01
Grand Isle Area,CENTRAL8657916,"765,691",2003-07-01
Grand Isle Area,CENTRAL7922219,"734,205",2003-08-01
   Grand  Isle  Area,central,,,2003-09-01
   Grand  Isle  Area,CENTRAL6679877,"670,769"
Grand Isle Area,CENTRAL5846200,"622,052",2003-11-01
Grand Isle Area,CENTRAL5293090,"581,974",2003-12-01
Grand Isle Area,Central4943505,"548,437",2004-01-01
Grand Isle Area,Central4300304,"492,OO4",2004-02-01
   Grand  Isle  Area,CEntral4707131,"552,047"
Grand Isle Area,Central4858457,"594,256",2004-04-01
Grand Isle Area,CENTRAL4802138,"622,393",2004-05-01
Grand Isle Area,CENTRAL4301460,"604,633",2004-06-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,CEntral3755790,"520,484"
   Grand  Isle  Area,Central2397304,"341,898",2004-09-01
   Grand  Isle  Area,central2827623,"432,231",2004-10-01
   Grand  Isle  Area,central2937417,"477,408",2004-11-01
   Grand  Isle  Area,central2974147,"469,608",2004-12-01
Grand Isle Area,CENTRAL3134984,"478,966",2005-01-01
Grand Isle Area,CENTRAL3124232,"454,682",2005-02-01
   Grand  Isle  Area,central,,,2005-03-01
Grand Isle Area,Central3439727,"488,695",2005-04-01
Grand Isle Area,Central3063495,"5O8,392",2005-05-01
Grand Isle Area,Central2702276,"391,366",2005-06-01
   Grand  Isle  Area,central2756932,"448,061",2005-07-01
   Grand  Isle  Area,central3050514,"446,009",2005-08-01
   Grand  Isle  Area,central459015,"16,311",2005-09-01
   Grand  Isle  Area,CEntral
   Grand  Isle  Area,central1366925,"141,278",2005-11-01
Grand Isle Area,Central1243837,"165,261",2005-12-01
Grand Isle Area,Central1387623,"196,009",2006-01-01
   Grand  Isle  Area,central,,,2006-02-01
   Grand  Isle  Area,central,,,2006-03-01
   Green  Canyon,central7428087,"1,633,872",1996-01-01
   Green  Canyon,CEntral
   Green  Canyon,CEntral10218280,"1,756,744"
   Green  Canyon,central,,,1996-04-01
   Green  Canyon,Central9282612,"1,778,797",1996-05-01
   Green  Canyon,central,,,1996-06-01
Green Canyon,Central10250014,"1,866,39O",1996-07-01
   Green  Canyon,Central9891950,"1,832,313",1996-08-01
Green Canyon,CENTRAL10038637,"1,762,893",1996-09-01
Green Canyon,Central9948574,"1,678,671",1996-10-01
   Green  Canyon,central9706983,"1,658,950",1996-11-01
Green Canyon,Central8785945,"1,27O,43O",1996-12-01
Green Canyon,CENTRAL8622476,"1,144,602",1997-01-01
Green Canyon,CENTRAL8327514,"1,342,020",1997-02-01
   Green  Canyon,CEntral9220832,"1,470,957"
Green Canyon,CENTRAL8864344,"1,407,361",1997-04-01
Green Canyon,Central8240069,"1,264,326",1997-05-01
   Green  Canyon,central8840500,"1,413,260",1997-06-01
   Green  Canyon,Central8326959,"1,098,211",1997-07-01
   Green  Canyon,CEntral7785206,"1,049,321"
Green Canyon,Central7851991,"992,353",1997-09-01
   Green  Canyon,CEntral7537910,"1,154,833"
Green Canyon,Central7916323,"1,564,454",1997-11-01
   Green  Canyon,CENTRAL8684736,"1,948,682"
   Green  Canyon,central9717495,"2,357,793",1998-01-01
Green Canyon,Central9657980,"2,086,364",1998-02-01
Green Canyon,Central11036198,"2,088,539",1998-03-01
Green Canyon,Central11396198,"2,547,7O9",1998-04-01
Green Canyon,Central12408587,"2,773,399",1998-05-01
Green Canyon,Central11626077,"2,431,1OO",1998-06-01
   Green  Canyon,CENTRAL11591051,"2,363,824"
Green Canyon,CENTRAL13675464,"3,487,456",1998-08-01
   Green  Canyon,central,,,1998-09-01
   Green  Canyon,central,,,1998-10-01
Green Canyon,Central12052285,"2,57O,918",1998-11-01
Green Canyon,CENTRAL14304575,"3,656,121",1998-12-01
Green Canyon,Central13625216,"3,574,332",1999-01-01
Green Canyon,Central11606929,"3,OO7,2O1",1999-02-01
   Green  Canyon,Central13416601,"3,910,892",1999-03-01
Green Canyon,Central15019614,"4,882,649",1999-04-01
   Green  Canyon,central16364260,"5,373,067",1999-05-01
   Green  Canyon,Central15116934,"5,298,020",1999-06-01
   Green  Canyon,central15705988,"5,988,940",1999-07-01
Green Canyon,Central14881599,"5,562,O89",1999-08-01
Green Canyon,CENTRAL15318195,"5,456,268",1999-09-01
