Serial	Metro	County FIPS	Mortgage Payment	Household Income	Home Value
63713	4	73	$790	$68,000	$450,000
63809	4	85	$540	$27,200	$32,500
64172	2	37	$460	$14,400	$5,000
64260	3	17	$1,800	$67,600	$625,000
64357	4	85	$2,000	$128,000	$875,000
64637	3	65	$1,300	$137,500	$350,000
64716	3	37	$500	$44,700	$162,500
64750	3	37	$620	$33,000	$350,000
64962	2	37	$1,600	$92,000	$875,000
65066	3	17	$800	$82,000	$625,000
65161	3	37	$1,100	$60,000	$450,000
65173	2	29	$1,200	$35,650	$450,000
65360	1	0	$420	$43,000	$65,000
65833	1	0	$510	$38,000	$112,500
66059	4	79	$2,600	$65,000	$350,000
66101	3	71	$2,100	$105,000	$875,000
66211	2	65	$2,000	$72,500	$350,000
66488	3	37	$1,200	$83,800	$450,000
66526	4	55	$5,000	$589,500	$1,000,000
66740	4	73	$810	$49,000	$450,000
66901	3	65	$730	$91,000	$450,000
67247	3	1	$1,100	$78,210	$450,000
67639	4	37	$530	$88,000	$55,000
67825	3	67	$330	$42,020	$27,500
67830	4	37	$2,000	$115,120	$450,000
67919	3	29	$100	$35,300	$5,000
68242	3	71	$1,700	$28,700	$350,000
68351	3	71	$1,800	$20,000	$350,000
69004	3	19	$390	$27,300	$112,500
69444	3	71	$1,500	$61,300	$350,000
69532	3	19	$570	$15,000	$187,500
69692	1	0	$790	$59,900	$112,500
69781	1	25	$400	$11,700	$45,000
69790	3	37	$1,100	$71,300	$625,000
69876	4	47	$560	$109,200	$162,500
69948	1	25	$1,300	$60,000	$225,000
70076	3	111	$2,100	$140,001	$625,000
70133	3	111	$350	$0	$75,000
70231	3	67	$1,400	$63,520	$625,000
70300	2	37	$3,000	$152,000	$625,000
70545	4	65	$120	$17,500	$12,500
71040	3	37	$2,000	$40,000	$450,000
71047	2	19	$550	$78,700	$112,500
71068	3	65	$400	$47,900	$5,000
71079	3	71	$860	$87,000	$350,000
71339	4	99	$270	$20,000	$350,000
71565	3	71	$740	$53,900	$162,500
71819	3	19	$820	$39,500	$350,000
71913	4	99	$1,700	$67,400	$350,000
72064	4	55	$950	$65,000	$350,000
72096	3	71	$1,500	$58,300	$275,000
72154	3	71	$1,200	$114,000	$275,000
72234	3	37	$1,700	$22,900	$625,000
72245	3	71	$1,500	$101,000	$625,000
72299	3	81	$1,300	$66,000	$875,000
72369	4	85	$2,900	$145,000	$875,000
72544	4	59	$1,300	$91,100	$625,000
72676	3	71	$2,400	$144,200	$625,000
72735	3	71	$1,600	$75,000	$450,000
72817	1	25	$1,000	$64,000	$350,000
72867	4	65	$600	$50,000	$450,000
72903	3	37	$1,200	$46,800	$350,000
72935	2	29	$430	$93,000	$45,000
72937	3	37	$1,500	$75,600	$450,000
72968	3	65	$1,600	$31,500	$350,000
73115	4	73	$1,200	$57,740	$55,000
73124	2	0	$1,300	$54,850	$625,000
73150	1	0	$430	$101,200	$45,000
73237	3	71	$1,800	$64,300	$350,000
73248	4	95	$2,100	$25,000	$350,000
73787	4	65	$100	$18,000	$5,000
73926	3	71	$2,100	$92,500	$450,000
74277	4	65	$1,200	$46,000	$625,000
74344	4	77	$520	$49,000	$75,000
74494	3	37	$2,000	$63,000	$625,000
74622	1	23	$450	$39,000	$95,000
74651	4	65	$1,900	$68,800	$450,000
74783	3	37	$1,500	$27,400	$350,000
74864	2	37	$2,900	$95,000	$450,000
74883	4	65	$590	$48,000	$85,000
74918	3	71	$1,400	$95,000	$350,000
75203	4	107	$900	$37,800	$187,500
75222	2	37	$1,600	$54,700	$225,000
75308	3	71	$900	$25,000	$350,000
75418	4	107	$540	$39,200	$112,500
75476	3	37	$1,800	$130,000	$350,000
75532	3	37	$1,600	$87,000	$350,000
75939	3	37	$1,300	$15,000	$1,000,000
76214	2	29	$2,900	$89,600	$625,000
76367	4	95	$1,300	$80,000	$625,000
76490	3	13	$1,400	$119,300	$350,000
76608	4	37	$700	$0	$95,000
76969	4	1	$3,400	$118,000	$625,000
76999	3	59	$2,200	$28,000	$450,000
77337	3	71	$420	$64,000	$37,500
77389	4	73	$310	$49,900	$17,500
77618	2	37	$1,500	$31,300	$350,000
77830	3	19	$660	$24,750	$137,500
77937	4	0	$1,200	$57,400	$225,000
77976	3	77	$1,300	$28,800	$225,000
78143	2	29	$950	$35,000	$162,500
78284	4	55	$4,500	$79,400	$875,000
78330	4	39	$500	$79,000	$112,500
78509	4	73	$1,600	$217,200	$450,000
78640	3	37	$720	$16,600	$275,000
78688	3	71	$1,400	$70,500	$350,000
78776	4	73	$2,200	$45,900	$450,000
78804	4	73	$1,200	$72,000	$625,000
78832	3	37	$1,600	$4,300	$350,000
78840	4	79	$1,200	$81,700	$450,000
78949	4	0	$900	$38,000	$275,000
78957	3	71	$830	$36,600	$225,000
78976	3	37	$1,100	$18,700	$350,000
79108	3	37	$810	$132,900	$162,500
79516	3	37	$1,300	$175,000	$350,000
79521	1	25	$1,600	$143,500	$450,000
79568	3	37	$1,200	$80,000	$350,000
79698	1	25	$410	$55,000	$137,500
79742	4	107	$70	$12,000	$85,000
79754	1	25	$1,600	$90,000	$450,000
79756	4	65	$450	$60,000	$225,000
79794	3	37	$380	$117,000	$350,000
79976	3	13	$660	$15,600	$162,500
80045	3	37	$800	$82,000	$350,000
80257	4	73	$800	$89,400	$625,000
80374	1	25	$950	$69,000	$350,000
80558	4	79	$680	$28,100	$225,000
80918	3	65	$900	$51,800	$350,000
80945	4	107	$780	$43,450	$162,500
81014	0	0	$1,900	$61,000	$450,000
81030	4	59	$1,600	$93,600	$450,000
81302	3	29	$310	$27,600	$65,000
81494	2	37	$2,000	$105,000	$450,000
81811	4	85	$1,800	$91,000	$625,000
82420	4	59	$2,400	$109,400	$625,000
82539	2	75	$1,000	$18,900	$225,000
82718	3	71	$1,200	$77,000	$450,000
83029	3	71	$1,100	$164,900	$625,000
83173	3	29	$300	$38,400	$85,000
83439	4	95	$1,500	$146,300	$450,000
83611	3	71	$290	$22,000	$112,500
83631	2	37	$2,500	$31,000	$350,000
83831	4	107	$500	$25,800	$137,500
84018	4	107	$600	$15,000	$65,000
84187	3	71	$1,200	$67,500	$225,000
84195	3	71	$1,200	$52,200	$275,000
84517	1	23	$390	$74,000	$225,000
84572	4	47	$900	$47,790	$625,000
84628	3	1	$400	$38,000	$75,000
84660	3	65	$1,600	$42,780	$450,000
84686	4	95	$2,000	$66,000	$450,000
84897	4	37	$2,000	$150,000	$625,000
84932	3	67	$660	$29,000	$187,500
85360	3	37	$760	$21,600	$350,000
85444	2	37	$490	$21,700	$37,500
85838	3	81	$1,700	$105,000	$625,000
86015	3	29	$1,300	$38,400	$225,000
86177	3	71	$1,100	$136,100	$450,000
86282	4	73	$400	$36,000	$85,000
86537	1	0	$1,400	$68,000	$450,000
86559	1	0	$780	$63,900	$225,000
86630	1	0	$380	$26,200	$137,500
86847	3	71	$1,400	$145,000	$450,000
86940	1	0	$1,300	$531,000	$450,000
86944	3	37	$1,500	$83,500	$350,000
87113	2	71	$400	$16,850	$17,500
87162	3	37	$1,000	$21,600	$275,000
87206	3	37	$1,900	$66,600	$450,000
87212	2	75	$1,400	$77,000	$625,000
87247	3	77	$960	$66,400	$450,000
87302	3	37	$960	$154,900	$350,000
87483	3	111	$1,800	$67,000	$625,000
87489	4	99	$1,600	$53,600	$350,000
87510	4	95	$1,500	$41,600	$450,000
87630	3	77	$1,300	$42,300	$350,000
87689	4	113	$360	$70,000	$225,000
87886	3	37	$1,600	$42,100	$625,000
88079	3	59	$1,200	$169,000	$450,000
88377	2	37	$2,400	$112,800	$450,000
88565	3	1	$1,500	$57,000	$625,000
88827	4	87	$1,600	$50,000	$625,000
88850	4	37	$3,300	$120,000	$1,000,000
88859	3	37	$1,200	$120,000	$450,000
88861	3	71	$1,500	$63,000	$450,000
89163	4	73	$500	$84,000	$65,000
89578	3	65	$1,800	$103,000	$450,000
89655	3	71	$600	$30,000	$350,000
89742	3	37	$1,700	$81,000	$625,000
89759	3	13	$1,500	$60,000	$450,000
89778	3	37	$800	$20,300	$187,500
89798	1	25	$1,300	$44,000	$162,500
90055	1	31	$1,300	$38,000	$225,000
90186	4	77	$1,500	$119,981	$225,000
90370	4	107	$200	$24,250	$5,000
90379	4	65	$480	$2,000	$225,000
90395	4	107	$480	$52,300	$65,000
90467	3	37	$1,500	$39,500	$450,000
90485	2	75	$7,300	$465,000	$1,000,000
90528	4	107	$350	$73,800	$625,000
90633	3	37	$1,500	$93,250	$875,000
90719	4	83	$1,600	$140,010	$625,000
90743	3	67	$310	$80,501	$625,000
91008	2	37	$2,200	$65,000	$625,000
91237	3	13	$1,400	$80,100	$350,000
91344	2	37	$560	$40,300	$225,000
91413	2	37	$1,600	$126,000	$350,000
91553	3	37	$2,700	$104,000	$450,000
91567	2	37	$1,500	$67,300	$450,000
91817	3	71	$900	$131,500	$162,500
91887	4	107	$700	$6,000	$137,500
92049	3	37	$1,500	$74,000	$875,000
92140	2	37	$630	$54,400	$350,000
92158	3	71	$1,100	$38,000	$350,000
92292	2	1	$2,400	$64,000	$450,000
92393	4	85	$1,700	$43,200	$625,000
92399	4	1	$2,100	$80,000	$450,000
92695	4	107	$300	$7,600	$112,500
92944	3	59	$940	$62,500	$450,000
93034	3	71	$650	$38,000	$225,000
93066	3	65	$650	$30,400	$350,000
93165	2	71	$870	$16,000	$275,000
93366	4	65	$230	$18,000	$350,000
93555	3	37	$1,700	$61,500	$450,000
93733	4	47	$480	$32,500	$225,000
93772	2	29	$450	$70,000	$275,000
94092	3	65	$1,800	$81,200	$625,000
94223	4	7	$500	$44,200	$225,000
94645	3	71	$1,400	$119,700	$350,000
94723	1	0	$340	$50,200	$187,500
94761	3	111	$2,400	$61,500	$350,000
94800	4	1	$1,200	$14,500	$625,000
94956	3	59	$2,200	$152,000	$450,000
94963	1	0	$1,000	$44,000	$225,000
95147	3	37	$850	$65,500	$625,000
95359	4	65	$340	$25,500	$55,000
95379	3	59	$250	$21,600	$37,500
95929	3	37	$1,200	$29,500	$450,000
96122	0	0	$630	$69,500	$225,000
96336	4	107	$350	$45,200	$65,000
96342	2	67	$300	$45,600	$5,000
96425	2	37	$950	$125,000	$875,000
96438	3	19	$100	$19,200	$75,000
96584	4	37	$1,800	$70,000	$450,000
96614	4	47	$1,400	$74,000	$225,000
96727	1	0	$860	$47,900	$187,500
97002	1	25	$400	$27,000	$112,500
97028	3	71	$1,300	$52,100	$225,000
97162	2	37	$880	$72,000	$450,000
97220	4	99	$1,000	$115,000	$350,000
97259	4	59	$1,500	$75,500	$625,000
97303	3	37	$2,400	$36,000	$350,000
97720	3	81	$940	$121,000	$137,500
97786	3	37	$2,800	$122,200	$450,000
97802	3	37	$1,200	$27,000	$350,000
97811	3	71	$930	$151,600	$225,000
97835	2	77	$1,200	$36,060	$275,000
98262	4	73	$800	$48,000	$112,500
98389	1	25	$400	$27,800	$137,500
98524	3	71	$730	$33,770	$350,000
98616	1	25	$1,000	$60,000	$275,000
98824	4	65	$1,200	$54,600	$450,000
98869	3	37	$790	$42,800	$350,000
99078	2	37	$300	$23,500	$17,500
99130	2	71	$300	$10,800	$22,500
99141	3	67	$1,500	$32,000	$625,000
99438	3	37	$900	$95,000	$275,000
99441	4	77	$570	$76,000	$37,500
99658	3	71	$2,500	$76,000	$450,000
99726	4	107	$620	$30,420	$112,500
99801	3	37	$470	$33,200	$450,000
99814	3	71	$100	$78,300	$45,000
99841	4	65	$1,200	$40,230	$225,000
99879	3	71	$500	$23,420	$95,000
99889	3	111	$1,500	$39,700	$625,000
100285	4	107	$1,600	$15,600	$137,500
100403	3	13	$1,100	$48,000	$450,000
100479	3	37	$810	$56,800	$350,000
100516	4	65	$800	$68,600	$55,000
100522	3	37	$1,600	$112,000	$875,000
100790	4	107	$150	$16,500	$27,500
100836	2	37	$1,000	$42,000	$450,000
100909	3	71	$600	$59,500	$350,000
100938	4	59	$470	$36,400	$75,000
101003	3	71	$1,400	$135,000	$625,000
101044	3	29	$960	$84,400	$225,000
101148	3	111	$2,700	$73,000	$450,000
101158	3	59	$1,600	$75,000	$625,000
101237	4	39	$450	$25,900	$225,000
101262	3	37	$910	$54,000	$350,000
101400	3	71	$670	$52,000	$275,000
101801	2	71	$590	$50,000	$45,000
101847	3	67	$820	$80,800	$350,000
101853	3	67	$1,400	$12,000	$450,000
101927	4	107	$260	$19,800	$137,500
102137	1	23	$950	$52,500	$450,000
102181	3	37	$2,500	$29,000	$450,000
102222	3	61	$3,000	$48,100	$625,000
102233	3	37	$1,400	$26,700	$450,000
102896	4	85	$1,000	$118,000	$625,000
103054	3	71	$920	$61,000	$225,000
103366	2	65	$1,100	$69,000	$350,000
103774	2	67	$540	$37,800	$137,500
103829	2	75	$2,500	$70,000	$1,000,000
104054	4	65	$1,800	$68,000	$450,000
104323	2	0	$530	$21,800	$625,000
104496	3	111	$1,500	$120,000	$625,000
104606	2	37	$1,600	$79,200	$450,000
104679	3	37	$590	$34,400	$625,000
104901	4	77	$1,200	$149,900	$450,000
104935	3	37	$2,100	$52,000	$625,000
104983	3	71	$2,400	$127,000	$450,000
105144	2	19	$250	$13,600	$225,000
105327	3	59	$1,200	$40,000	$625,000
105508	4	73	$300	$49,200	$22,500
105518	3	71	$750	$40,600	$350,000
105610	4	65	$290	$20,000	$65,000
105795	2	0	$1,500	$24,000	$625,000
105962	2	37	$1,400	$130,000	$450,000
106160	3	71	$1,000	$37,860	$350,000
106239	4	73	$300	$19,100	$22,500
106275	3	37	$400	$24,850	$112,500
106707	3	71	$800	$32,500	$350,000
106736	2	37	$2,100	$41,900	$625,000
106914	2	19	$450	$12,900	$162,500
106944	4	39	$600	$54,200	$225,000
106994	3	29	$430	$14,100	$137,500
107078	1	25	$1,100	$7,200	$275,000
107089	2	1	$1,700	$45,000	$350,000
107275	3	59	$1,200	$95,000	$625,000
107488	2	29	$550	$38,000	$187,500
107505	4	73	$1,700	$100,004	$450,000
107512	3	59	$2,300	$57,700	$625,000
107567	3	37	$1,800	$110,000	$450,000
107616	3	81	$2,700	$240,000	$875,000
107648	3	71	$1,400	$50,400	$350,000
108060	4	65	$600	$24,000	$37,500
108364	3	71	$890	$52,400	$225,000
108407	2	71	$1,200	$45,000	$225,000
108465	3	37	$1,100	$57,200	$450,000
108710	4	107	$690	$81,100	$162,500
108732	4	47	$1,800	$55,000	$1,000,000
108794	3	71	$1,400	$89,600	$450,000
108943	3	71	$1,700	$59,000	$350,000
109020	3	71	$1,400	$86,000	$625,000
109107	4	97	$1,600	$63,000	$350,000
109155	4	107	$200	$13,500	$37,500
109524	4	73	$4,700	$80,500	$1,000,000
109557	3	71	$480	$40,000	$17,500
109650	4	0	$750	$55,240	$350,000
109919	4	107	$780	$66,700	$187,500
110097	4	65	$840	$37,600	$275,000
110335	3	71	$800	$80,000	$350,000
110363	4	73	$2,500	$121,000	$625,000
110422	3	71	$820	$45,200	$187,500
110475	4	107	$250	$16,080	$55,000
110864	3	37	$570	$2,000	$225,000
110901	4	89	$1,600	$80,000	$275,000
111011	3	65	$540	$87,300	$187,500
111031	4	85	$2,500	$34,920	$625,000
111258	4	73	$590	$123,600	$187,500
111390	1	25	$1,300	$44,850	$225,000
111431	4	83	$1,400	$61,480	$450,000
111541	2	37	$600	$11,400	$625,000
111579	2	67	$350	$137,130	$450,000
111884	4	65	$470	$51,200	$112,500
112020	2	19	$850	$64,470	$275,000
112110	2	37	$600	$101,500	$162,500
112126	1	0	$1,400	$84,000	$350,000
112510	4	73	$1,800	$112,060	$450,000
112628	3	37	$2,500	$140,000	$875,000
112826	3	37	$1,300	$63,000	$450,000
112889	4	95	$250	$32,200	$32,500
112903	4	89	$420	$35,000	$95,000
113046	4	65	$800	$48,000	$55,000
113112	3	59	$1,500	$78,000	$625,000
113208	1	0	$280	$14,520	$112,500
113410	4	1	$430	$52,300	$112,500
113825	1	25	$930	$85,000	$275,000
113906	4	37	$1,900	$60,600	$875,000
113950	4	99	$1,200	$36,250	$275,000
114069	4	73	$400	$71,000	$85,000
114155	3	59	$1,000	$41,000	$625,000
114177	3	29	$520	$99,600	$95,000
114238	3	37	$450	$8,700	$32,500
114246	3	59	$1,000	$84,000	$625,000
114249	4	85	$2,300	$177,000	$625,000
114313	3	37	$1,800	$40,000	$625,000
114343	2	37	$1,000	$69,700	$350,000
114511	3	37	$1,200	$41,430	$350,000
114623	3	67	$1,400	$41,400	$137,500
114805	4	37	$1,600	$72,200	$625,000
114833	4	65	$140	$17,300	$137,500
114915	4	99	$900	$40,000	$450,000
114986	3	99	$850	$93,900	$225,000
115062	3	59	$300	$88,000	$625,000
115165	2	37	$2,000	$80,000	$450,000
115204	4	39	$510	$31,800	$112,500
115240	3	71	$140	$11,000	$12,500
115360	3	37	$1,700	$132,000	$625,000
115416	4	73	$750	$100,000	$625,000
115462	4	107	$500	$70,000	$162,500
115624	3	71	$1,200	$72,800	$350,000
115672	3	29	$910	$32,000	$350,000
115714	4	107	$520	$46,100	$225,000
115754	3	71	$1,600	$98,000	$350,000
115802	3	111	$600	$38,500	$225,000
115980	3	13	$2,900	$124,000	$625,000
116060	4	107	$700	$29,000	$225,000
116212	1	0	$220	$59,000	$112,500
116238	3	29	$320	$18,000	$12,500
116570	3	71	$580	$68,000	$162,500
116590	2	37	$1,500	$57,300	$350,000
116606	2	37	$1,400	$23,000	$350,000
116627	3	37	$2,100	$49,140	$625,000
116859	2	19	$580	$158,000	$162,500
117005	4	73	$1,800	$77,000	$450,000
117341	3	1	$900	$81,000	$625,000
117398	3	71	$900	$47,800	$225,000
117868	1	23	$2,200	$71,500	$450,000
117907	3	1	$1,400	$181,000	$1,000,000
118001	4	65	$300	$12,000	$12,500
118032	1	0	$470	$85,000	$137,500
118137	3	59	$1,900	$78,000	$625,000
118267	3	71	$1,400	$30,000	$187,500
118520	1	0	$2,000	$25,800	$625,000
118538	3	71	$700	$74,300	$450,000
118727	3	71	$630	$14,700	$350,000
118733	4	7	$2,000	$148,000	$350,000
118940	2	71	$400	$57,300	$12,500
119230	3	37	$500	$16,000	$45,000
119400	3	37	$840	$44,980	$45,000
119737	2	67	$1,400	$70,600	$350,000
119946	3	65	$1,300	$108,200	$350,000
120007	4	113	$80	$192,000	$625,000
120416	3	19	$360	$13,900	$27,500
120680	3	71	$400	$42,000	$350,000
120730	1	25	$590	$75,000	$112,500
120905	3	65	$1,700	$35,000	$225,000
120928	4	73	$1,300	$122,000	$55,000
121018	3	71	$2,400	$124,100	$450,000
121129	4	73	$1,000	$77,000	$350,000
121182	3	37	$2,000	$18,600	$450,000
121444	1	31	$200	$27,600	$112,500
121526	3	37	$1,700	$30,000	$450,000
121571	3	59	$7,300	$59,700	$1,000,000
121808	3	37	$220	$31,900	$225,000
121845	4	107	$640	$28,600	$137,500
121962	3	81	$2,700	$86,000	$625,000
122151	4	59	$1,200	$35,000	$275,000
122223	3	37	$1,800	$97,500	
122474	3	59	$1,200	$18,000	$1,000,000
122505	4	73	$550	$23,520	$625,000
123058	3	37	$900	$28,000	$275,000
123344	1	31	$1,800	$85,600	$275,000
123359	3	37	$1,800	$132,900	$625,000
124115	3	71	$2,000	$42,000	$450,000
124134	4	97	$1,400	$30,000	$95,000
124302	3	71	$550	$49,000	$225,000
124319	3	61	$310	$29,600	$17,500
124428	3	71	$450	$74,600	$350,000
124519	1	25	$700	$46,000	$162,500
124524	4	89	$300	$23,000	$95,000
124580	3	81	$1,400	$131,100	$625,000
124721	3	71	$300	$12,000	$55,000
124736	2	0	$1,800	$58,000	$350,000
124739	4	7	$540	$56,000	$225,000
124766	4	83	$2,200	$57,000	$875,000
124820	3	59	$2,300	$97,000	$625,000
124943	3	59	$800	$62,000	$162,500
124956	2	67	$600	$80,000	$32,500
125143	3	71	$300	$26,000	$65,000
125199	3	71	$2,000	$45,800	$350,000
125262	3	37	$1,400	$24,000	$350,000
125407	4	73	$160	$18,400	$350,000
125467	4	47	$700	$39,350	$350,000
125720	1	0	$680	$30,000	$225,000
126014	3	37	$1,000	$65,000	$225,000
126179	1	25	$1,200	$56,000	$275,000
126253	4	65	$800	$60,100	$450,000
126499	4	107	$690	$22,200	$112,500
127001	3	99	$1,100	$145,000	$350,000
127290	3	71	$600	$70,900	$112,500
127567	4	65	$400	$23,000	$187,500
127632	3	71	$200	$62,000	$27,500
127643	3	95	$1,900	$48,000	$450,000
127803	4	65	$120	$9,800	$5,000
127939	3	29	$890	$41,000	$137,500
128091	4	73	$1,600	$80,000	$450,000
128391	1	25	$170	$20,000	$137,500
128762	1	0	$230	$58,400	$55,000
128917	3	29	$640	$44,700	$137,500
128930	1	23	$700	$47,000	$162,500
128944	4	65	$1,600	$71,800	$275,000
129151	4	7	$390	$48,020	$65,000
129174	1	25	$1,800	$85,000	$350,000
129195	4	107	$300	$15,300	$112,500
129362	1	0	$200	$28,800	$12,500
129524	2	99	$1,300	$65,800	$275,000
129773	3	67	$1,300	$175,800	$450,000
129841	3	71	$1,600	$27,000	$350,000
129870	3	65	$2,100	$102,800	$450,000
129890	4	65	$550	$93,400	$350,000
129932	3	37	$330	$29,000	$450,000
129976	3	19	$480	$27,100	$162,500
130009	3	99	$800	$42,700	$85,000
130929	1	25	$810	$59,000	$162,500
131038	2	67	$280	$20,000	$17,500
131248	4	73	$570	$52,500	$225,000
131253	4	97	$750	$55,000	$27,500
131309	4	0	$1,700	$40,500	$350,000
131314	2	37	$2,400	$60,000	$625,000
131347	2	37	$440	$28,180	$65,000
131419	3	37	$900	$42,400	$450,000
131512	3	37	$700	$110,900	$1,000,000
131663	3	29	$270	$36,500	$45,000
131798	1	31	$400	$31,200	$112,500
131826	3	71	$1,200	$72,900	$350,000
131885	3	37	$2,000	$83,200	$450,000
131994	4	77	$2,200	$186,200	$450,000
132362	1	0	$1,100	$65,100	$275,000
132395	3	37	$1,500	$46,600	$450,000
132680	3	37	$1,300	$87,900	$350,000
132777	3	37	$1,000	$89,000	$450,000
133393	3	37	$1,000	$81,800	$450,000
133592	3	1	$980	$115,000	$875,000
133657	3	37	$2,500	$112,000	$625,000
133688	3	37	$1,600	$59,400	$350,000
134311	3	111	$2,600	$38,700	$450,000
134355	3	71	$690	$86,000	$275,000
134519	3	71	$790	$45,100	$225,000
134567	1	0	$500	$36,200	$95,000
134623	1	0	$350	$77,200	$112,500
134698	4	37	$1,200	$28,000	$350,000
134825	3	59	$2,400	$72,000	$350,000
134988	2	19	$520	$26,300	$75,000
135169	1	0	$1,000	$12,000	$162,500
135323	3	37	$1,100	$25,200	$350,000
135440	3	71	$800	$105,800	$225,000
135982	1	0	$340	$52,000	$5,000
136017	4	79	$950	$62,900	$450,000
136060	4	1	$1,000	$6,400	$875,000
136126	4	73	$730	$46,200	$225,000
136377	4	85	$2,200	$205,000	$1,000,000
136566	3	37	$1,600	$71,100	$450,000
136687	3	71	$800	$60,200	$225,000
137020	2	37	$1,400	$41,000	$450,000
137222	4	65	$250	$26,000	$225,000
137501	3	37	$2,100	$66,000	$350,000
137505	4	59	$1,000	$43,800	$625,000
137715	3	71	$900	$14,800	$350,000
138171	3	65	$1,700	$52,200	$275,000
138314	4	65	$1,400	$100,000	$350,000
138356	2	37	$510	$27,000	$55,000
138368	3	37	$850	$0	$450,000
138388	3	37	$1,200	$30,100	$450,000
138535	3	71	$1,600	$37,300	$225,000
138651	4	83	$240	$28,300	$37,500
139071	3	37	$800	$140,000	$225,000
139106	3	71	$1,200	$50,000	$350,000
139451	3	67	$540	$28,200	$350,000
139493	4	37	$370	$91,400	$225,000
139518	4	73	$1,600	$64,000	$450,000
139720	4	65	$2,200	$38,000	$625,000
139802	3	59	$1,100	$131,400	$625,000
140107	4	59	$920	$85,950	$37,500
140396	3	71	$2,000	$115,400	$275,000
140416	4	1	$1,200	$64,500	$450,000
140473	4	65	$450	$27,000	$187,500
140506	3	37	$1,100	$137,100	$625,000
140530	3	77	$2,200	$106,000	$450,000
140676	2	37	$1,100	$73,000	$350,000
140699	4	85	$1,800	$19,600	$1,000,000
140846	3	71	$600	$24,900	$450,000
140919	3	71	$770	$65,300	$350,000
141233	2	37	$2,800	$567,540	$875,000
141281	1	0	$340	$52,000	$225,000
141533	3	59	$2,500	$111,000	$875,000
141645	3	37	$790	$62,000	$225,000
141888	2	71	$800	$50,400	$275,000
142177	3	37	$1,000	$55,800	$350,000
142397	4	39	$730	$95,000	$275,000
142566	2	65	$1,500	$52,000	$275,000
142754	4	77	$770	$89,000	$350,000
142826	3	99	$1,500	$109,300	$450,000
142956	3	37	$1,200	$45,000	$225,000
142960	3	37	$1,800	$286,000	$225,000
143059	3	71	$2,500	$96,000	$350,000
143431	1	25	$780	$73,100	$162,500
143469	4	59	$1,500	$12,000	$450,000
143498	3	71	$1,800	$54,400	$275,000
143697	3	37	$1,700	$98,000	$625,000
143747	2	37	$400	$20,000	$27,500
144121	2	71	$820	$73,000	$162,500
144140	2	75	$3,200	$126,100	$875,000
144214	1	25	$490	$10,500	$112,500
144425	3	13	$1,700	$95,400	$625,000
144447	4	1	$1,300	$127,800	$875,000
144528	2	37	$1,300	$60,800	$450,000
144632	3	111	$920	$48,000	$187,500
144974	2	37	$990	$1,900	$450,000
145040	3	71	$540	$14,500	$225,000
145109	4	73	$4,200	$64,000	$875,000
145323	4	107	$480	$35,400	$225,000
145535	3	73	$1,500	$99,800	$350,000
145550	4	85	$2,300	$67,300	$625,000
145595	3	71	$750	$65,400	$350,000
145707	3	37	$1,400	$18,600	$450,000
146081	3	37	$1,700	$13,000	$275,000
146084	4	113	$580	$30,840	$225,000
146240	4	39	$1,300	$108,000	$275,000
146322	4	37	$700	$36,700	$65,000
146464	4	107	$350	$24,800	$45,000
146704	4	37	$1,500	$32,000	$1,000,000
146870	4	73	$760	$13,000	$875,000
146910	1	25	$800	$43,250	$162,500
147158	4	1	$910	$63,200	$625,000
147360	2	37	$1,300	$14,400	$225,000
147441	3	37	$1,000	$35,000	$450,000
147563	3	29	$740	$44,900	$137,500
147714	3	59	$7,300	$515,000	$1,000,000
147743	4	107	$1,200	$58,000	$625,000
147817	3	37	$1,500	$55,400	$350,000
147925	4	59	$2,200	$26,000	$625,000
147996	3	71	$570	$21,400	$225,000
148268	4	107	$400	$11,000	$95,000
148645	4	73	$100	$12,000	$112,500
148661	3	19	$380	$49,950	$187,500
148672	4	65	$840	$69,600	$162,500
148715	2	19	$1,200	$19,000	$225,000
148749	3	65	$740	$31,200	$275,000
149357	3	13	$1,400	$24,000	$450,000
